Instance_number,time,lread,lwrite,scall,sread,swrite,Cluster
2084,11:54:48,83,47,5277,407,342,cluster2
2085,18:23:04,3,1,432,79,75,cluster0
2086,13:02:14,680,9,4355,186,171,cluster3
2087,1:24:51,1,1,232,19,44,cluster0
2088,15:33:54,5,0,2877,102,83,cluster1
2089,16:09:30,12,4,4961,165,141,cluster3
2090,20:11:46,1,0,659,146,65,cluster0
2091,20:06:26,0,0,1197,217,110,cluster0
2092,11:35:37,9,1,3326,383,177,cluster3
2093,15:55:39,5,4,4051,210,173,cluster3
2094,22:42:09,1,1,320,145,39,cluster0
2095,12:49:04,4,0,5283,247,208,cluster2
2096,23:27:44,3,1,597,59,42,cluster0
2097,22:14:53,34,15,884,154,88,cluster0
2098,21:19:52,19,0,2078,120,40,cluster1
2099,0:50:01,2,1,396,35,30,cluster0
2100,15:57:19,10,10,3924,213,166,cluster3
2101,13:11:04,11,10,971,75,56,cluster0
2102,1:13:11,0,0,264,43,30,cluster0
2103,14:39:48,3,0,4563,313,282,cluster3
2104,21:28:57,27,25,1365,61,45,cluster0
2105,15:24:58,14,0,4635,785,123,cluster3
2106,12:21:33,42,0,3642,187,119,cluster3
2107,12:13:28,40,3,4682,294,173,cluster3
2108,21:21:22,1,0,214,30,32,cluster0
2109,11:41:17,1,0,2370,216,165,cluster1
2110,16:03:55,5,0,850,74,46,cluster0
2111,16:42:35,7,2,1611,67,81,cluster1
2112,1:08:56,1,1,166,10,12,cluster0
2113,16:10:50,4,1,2377,190,78,cluster1
2114,13:40:10,2,2,2379,220,221,cluster1
2115,21:14:42,2,1,2288,147,119,cluster1
2116,14:23:01,21,6,4489,502,165,cluster3
2117,21:40:53,5,0,1277,148,186,cluster0
2118,15:56:29,6,5,1892,136,109,cluster1
2119,16:04:15,26,22,2971,337,273,cluster3
2120,18:21:14,13,11,1092,85,46,cluster0
2121,15:14:29,50,2,4391,419,282,cluster3
2122,16:06:30,85,100,1191,160,108,cluster4
2123,14:51:08,5,2,4650,466,237,cluster3
2124,13:37:35,10,1,3429,191,201,cluster3
2125,16:51:26,16,11,1316,85,97,cluster0
2126,13:58:20,33,26,4625,293,168,cluster3
2127,14:44:13,26,6,7952,555,470,cluster2
2128,12:06:48,10,4,3734,212,168,cluster3
2129,11:24:17,6,2,6241,1164,1042,cluster2
2130,16:34:46,10,6,3269,216,143,cluster3
2131,1:35:16,1,0,180,12,28,cluster0
2132,15:22:58,0,0,2358,254,186,cluster1
2133,14:14:46,14,10,2275,312,228,cluster1
2134,12:30:03,51,61,2947,212,149,cluster4
2135,15:49:34,231,137,1763,270,229,cluster4
2136,14:21:16,40,10,3755,465,241,cluster3
2137,22:56:54,3,2,1060,92,31,cluster0
2138,17:34:53,9,7,3519,224,102,cluster3
2139,14:52:37,2,0,4292,270,226,cluster3
2140,19:31:20,41,2,2558,195,167,cluster1
2141,22:03:13,0,0,187,36,18,cluster0
2142,14:26:11,82,92,4279,338,271,cluster4
2143,14:53:32,193,213,4585,385,330,cluster4
2144,0:18:10,3,0,1073,141,132,cluster0
2145,18:58:40,1,0,506,41,25,cluster0
2146,16:37:46,3,0,2724,214,178,cluster1
2147,15:43:19,6,5,1110,127,82,cluster0
2148,18:13:19,5,0,2628,152,133,cluster1
2149,15:55:40,0,0,1076,71,140,cluster0
2150,11:30:27,106,0,4164,437,173,cluster3
2151,15:04:28,12,0,3877,518,438,cluster3
2152,22:13:58,182,44,902,222,184,cluster0
2153,14:49:37,2,0,4923,288,216,cluster3
2154,13:35:35,7,5,2149,117,148,cluster1
2155,11:18:01,64,1,1877,196,186,cluster1
2156,20:26:26,0,0,408,47,29,cluster0
2157,22:08:43,0,0,363,52,52,cluster0
2158,22:57:14,2,1,510,23,24,cluster0
2159,21:02:26,0,0,216,32,27,cluster0
2160,14:44:27,12,3,4291,458,337,cluster3
2161,16:14:40,50,55,1562,118,58,cluster1
2162,14:46:27,4,1,2237,278,169,cluster1
2163,0:50:56,1,0,297,31,52,cluster0
2164,15:37:39,3,0,3580,278,230,cluster3
2165,19:21:05,3,0,830,113,99,cluster0
2166,19:09:25,3,2,501,94,102,cluster0
2167,13:38:55,45,59,2782,164,120,cluster4
2168,19:24:45,0,0,2281,102,142,cluster1
2169,15:26:13,64,91,2057,144,114,cluster4
2170,16:34:00,69,53,5445,553,280,cluster2
2171,21:53:38,7,0,1648,87,34,cluster1
2172,12:55:49,1,0,1576,109,111,cluster1
2173,13:01:24,9,0,3023,325,136,cluster3
2174,17:56:13,3,0,3583,222,115,cluster3
2175,13:18:30,50,64,1493,162,83,cluster1
2176,22:10:58,0,0,1140,228,133,cluster0
2177,13:25:10,3,0,1192,127,108,cluster0
2178,17:12:32,26,14,3761,760,411,cluster3
2179,14:16:36,10,8,3158,324,172,cluster3
2180,23:57:50,2,1,308,24,32,cluster0
2181,20:43:06,0,0,159,9,10,cluster0
2182,17:26:57,26,7,3681,262,137,cluster3
2183,18:48:49,1,0,297,35,28,cluster0
2184,16:21:10,10,1,1552,186,131,cluster1
2185,11:26:07,7,4,1911,255,198,cluster1
2186,0:08:05,8,0,3540,382,347,cluster3
2187,23:24:29,4,1,2474,336,296,cluster1
2188,23:53:55,0,0,135,8,10,cluster0
2189,21:36:12,0,0,870,101,72,cluster0
2190,23:25:34,18,21,594,48,53,cluster0
2191,12:31:53,11,7,2713,112,59,cluster1
2192,18:21:09,17,12,853,83,77,cluster0
2193,11:45:37,3,1,1875,192,167,cluster1
2194,13:45:20,68,77,2774,217,152,cluster4
2195,16:43:21,12,8,4600,231,189,cluster3
2196,15:21:48,3,2,6960,750,803,cluster2
2197,1:37:16,0,0,148,8,15,cluster0
2198,16:16:40,13,6,4688,129,120,cluster3
2199,16:23:05,45,0,1064,129,85,cluster0
2200,12:03:18,86,47,2042,284,245,cluster1
2201,16:15:50,44,56,3665,275,231,cluster3
2202,16:13:25,5,2,2282,166,124,cluster1
2203,20:59:06,0,0,197,12,13,cluster0
2204,19:18:10,9,1,3244,413,338,cluster3
2205,13:21:45,3,1,888,52,60,cluster0
2206,13:54:00,35,0,3593,621,124,cluster3
2207,15:05:18,1,0,1310,187,173,cluster0
2208,20:19:26,1,0,763,81,39,cluster0
2209,20:41:41,21,24,333,35,29,cluster0
2210,21:00:21,28,41,1882,100,85,cluster1
2211,18:01:38,3,2,3797,131,152,cluster3
2212,15:07:28,1,0,944,110,77,cluster0
2213,21:30:37,11,14,1313,67,55,cluster0
2214,13:55:15,81,94,5480,729,683,cluster2
2215,19:40:35,1,0,1283,125,445,cluster0
2216,0:12:10,3,1,418,44,17,cluster0
2217,22:12:53,2,2,322,41,46,cluster0
2218,14:43:27,5,3,3590,263,203,cluster3
2219,13:11:49,10,9,1750,84,58,cluster1
2220,16:25:46,5,1,2170,226,168,cluster1
2221,13:43:30,5,3,2990,220,146,cluster3
2222,15:10:54,72,65,3269,319,200,cluster4
2223,16:28:55,3,0,1455,139,86,cluster1
2224,18:16:19,3,1,2193,97,80,cluster1
2225,15:50:45,3,0,4115,247,134,cluster3
2226,22:04:53,0,0,199,17,21,cluster0
2227,17:04:22,21,1,5989,673,474,cluster2
2228,15:59:49,6,5,2042,107,79,cluster1
2229,14:52:18,28,12,4658,366,181,cluster3
2230,22:55:34,2,1,875,40,28,cluster0
2231,18:37:09,1,0,1927,73,68,cluster1
2232,23:38:35,1,1,555,55,17,cluster0
2233,11:57:28,11,9,1784,106,65,cluster1
2234,16:12:25,23,9,5404,618,116,cluster2
2235,14:19:46,98,105,2663,421,153,cluster4
2236,19:11:00,3,0,3303,766,592,cluster3
2237,16:47:45,4,2,1350,171,94,cluster0
2238,20:53:46,1,1,326,25,66,cluster0
2239,15:43:24,2,1,785,48,44,cluster0
2240,20:44:56,6,1,889,118,79,cluster0
2241,17:03:37,40,26,1207,88,104,cluster0
2242,12:07:23,14,8,3554,360,281,cluster3
2243,15:07:58,6,0,2424,239,155,cluster1
2244,18:35:24,1,1,1615,91,70,cluster1
2245,19:28:45,17,26,408,65,43,cluster0
2246,13:36:15,7,3,1360,115,99,cluster0
2247,14:52:43,23,7,6860,415,246,cluster2
2248,13:38:10,4,0,1969,209,200,cluster1
2249,12:21:18,105,59,3864,315,253,cluster3
2250,16:06:15,1,0,1293,59,49,cluster0
2251,14:51:57,3,1,6994,554,242,cluster2
2252,12:40:49,42,40,1177,139,139,cluster0
2253,13:58:05,28,2,1776,157,148,cluster1
2254,13:23:55,2,0,1306,85,90,cluster0
2255,19:11:40,3,1,2494,115,124,cluster1
2256,15:09:53,42,53,764,64,50,cluster0
2257,14:31:52,14,12,6674,369,225,cluster2
2258,19:20:05,1,0,798,59,48,cluster0
2259,14:51:43,20,11,2590,210,119,cluster1
2260,11:50:17,8,3,3502,574,195,cluster3
2261,12:02:03,75,99,1292,75,67,cluster4
2262,14:28:56,11,11,6070,358,246,cluster2
2263,15:11:48,7,1,2886,276,136,cluster1
2264,0:00:50,10,2,3473,350,194,cluster3
2265,15:39:09,5,1,2443,405,327,cluster1
2266,15:35:19,2,1,4024,175,169,cluster3
2267,0:55:16,1,0,535,36,61,cluster0
2268,15:58:24,4,1,4148,423,250,cluster3
2269,14:53:12,4,3,4345,352,222,cluster3
2270,17:27:02,5,3,2373,250,133,cluster1
2271,15:45:24,95,79,1856,228,152,cluster4
2272,19:48:50,15,9,1855,432,324,cluster1
2273,12:55:54,5,0,3044,215,113,cluster3
2274,20:18:16,4,0,2366,338,203,cluster1
2275,12:57:39,5,0,2807,198,142,cluster1
2276,13:27:00,1,1,1440,100,65,cluster1
2277,17:58:53,44,50,2470,96,84,cluster1
2278,23:43:40,19,28,184,10,15,cluster0
2279,16:20:05,6,2,1224,129,92,cluster0
2280,11:29:42,3,2,4156,448,230,cluster3
2281,17:24:27,56,59,5526,776,598,cluster2
2282,22:24:38,4,0,1108,179,138,cluster0
2283,15:49:54,15,14,681,97,60,cluster0
2284,16:47:21,6,1,2650,190,129,cluster1
2285,21:03:21,0,0,1136,36,35,cluster0
2286,16:34:45,35,29,1418,178,129,cluster1
2287,13:15:35,43,55,2386,247,221,cluster1
2288,18:47:54,36,38,703,109,49,cluster0
2289,14:58:58,0,0,1163,93,79,cluster0
2290,14:29:41,45,61,4430,149,116,cluster3
2291,19:05:50,3,1,575,81,44,cluster0
2292,13:35:30,5,2,1463,125,152,cluster1
2293,14:09:46,28,18,4804,305,193,cluster3
2294,0:36:16,0,0,458,63,15,cluster0
2295,13:36:50,5,3,1855,183,122,cluster1
2296,15:26:19,20,16,3029,394,253,cluster3
2297,13:17:35,3,1,1329,131,74,cluster0
2298,13:21:05,2,0,768,82,33,cluster0
2299,16:28:20,16,11,5084,277,209,cluster2
2300,11:51:52,6,1,4016,666,564,cluster3
2301,12:53:49,18,2,3726,444,224,cluster3
2302,15:07:09,13,2,1523,86,109,cluster1
2303,14:55:43,8,2,3738,361,230,cluster3
2304,21:24:17,16,1,2820,392,351,cluster1
2305,1:02:01,2,1,163,10,18,cluster0
2306,12:47:24,2,1,1393,135,111,cluster1
2307,0:31:36,2,1,252,37,35,cluster0
2308,12:09:33,11,6,2975,303,137,cluster3
2309,16:09:55,4,1,1983,191,152,cluster1
2310,19:41:20,1,1,491,62,57,cluster0
2311,14:19:06,22,17,1556,524,175,cluster1
2312,15:23:54,20,4,2581,322,165,cluster1
2313,1:36:56,0,0,142,9,18,cluster0
2314,23:05:24,2,1,766,179,73,cluster0
2315,15:26:24,19,11,3234,361,269,cluster3
2316,15:56:25,24,37,1218,97,100,cluster0
2317,16:43:05,9,1,877,79,86,cluster0
2318,17:20:57,46,55,1866,133,101,cluster1
2319,19:55:30,1,0,467,96,94,cluster0
2320,0:24:40,0,0,161,14,20,cluster0
2321,11:46:17,33,47,2055,204,116,cluster1
2322,22:45:49,0,0,189,42,29,cluster0
2323,15:21:28,4,2,2005,146,106,cluster1
2324,13:42:05,2,1,1140,113,116,cluster0
2325,12:47:34,24,36,700,64,108,cluster0
2326,12:47:44,1,0,1149,78,64,cluster0
2327,16:04:45,5,2,1734,121,97,cluster1
2328,15:09:43,4,2,1314,119,89,cluster0
2329,22:20:03,2,0,348,26,21,cluster0
2330,14:48:28,35,17,6334,365,246,cluster2
2331,16:49:16,12,0,1798,111,207,cluster1
2332,20:32:21,24,34,3712,118,92,cluster3
2333,13:24:15,13,1,4690,635,522,cluster3
2334,11:12:41,0,0,2967,185,126,cluster1
2335,17:10:52,6,1,1791,256,161,cluster1
2336,16:47:40,1,0,544,55,62,cluster0
2337,12:42:34,12,2,4312,266,131,cluster3
2338,13:42:10,2,1,2224,104,110,cluster1
2339,12:50:29,35,51,4033,193,155,cluster3
2340,12:05:13,13,1,5052,677,581,cluster2
2341,15:59:05,1,0,4083,143,150,cluster3
2342,12:28:33,119,0,2773,289,109,cluster1
2343,19:42:55,87,7,3754,206,185,cluster3
2344,18:31:54,3,0,540,43,35,cluster0
2345,16:19:35,7,1,1415,163,120,cluster1
2346,16:00:25,5,2,4876,275,188,cluster3
2347,22:48:24,1,1,196,41,22,cluster0
2348,21:37:48,0,0,760,82,48,cluster0
2349,23:45:05,2,1,390,20,27,cluster0
2350,11:09:16,65,39,3797,1477,133,cluster3
2351,11:51:32,36,44,3028,350,336,cluster3
2352,15:38:09,1,0,655,50,25,cluster0
2353,15:50:54,5,4,730,66,55,cluster0
2354,14:05:56,3,0,6648,907,556,cluster2
2355,14:12:01,4,2,3996,172,126,cluster3
2356,14:21:51,20,4,2472,268,316,cluster1
2357,12:37:59,20,6,3099,170,104,cluster3
2358,17:15:52,16,4,2592,106,73,cluster1
2359,12:05:23,9,0,3332,291,220,cluster3
2360,15:37:49,2,0,801,68,47,cluster0
2361,12:40:14,1,0,1086,68,68,cluster0
2362,15:42:34,3,1,5627,271,223,cluster2
2363,15:56:35,3,0,1651,103,90,cluster1
2364,11:20:27,2,1,1602,183,143,cluster1
2365,12:23:08,38,4,3790,289,156,cluster3
2366,12:01:13,7,4,3338,734,110,cluster3
2367,20:23:36,35,53,1282,69,64,cluster0
2368,1:13:06,5,1,928,136,42,cluster0
2369,12:14:48,46,2,4418,292,229,cluster3
2370,13:38:30,0,0,1533,83,85,cluster1
2371,22:54:54,2,1,1148,21,30,cluster0
2372,20:45:41,0,0,524,45,140,cluster0
2373,15:15:53,3,2,922,101,65,cluster0
2374,1:09:46,1,1,203,14,37,cluster0
2375,23:06:29,3,3,174,13,15,cluster0
2376,0:57:16,2,1,444,42,38,cluster0
2377,15:36:44,39,54,1231,136,124,cluster0
2378,11:49:12,31,46,1251,90,74,cluster0
2379,15:27:43,0,0,974,72,45,cluster0
2380,23:37:40,0,0,243,21,19,cluster0
2381,11:14:01,14,9,4058,263,227,cluster3
2382,11:52:33,11,4,3632,313,124,cluster3
2383,19:32:00,3,2,2130,114,137,cluster1
2384,0:25:00,1,0,209,30,27,cluster0
2385,14:45:02,16,8,3478,338,250,cluster3
2386,19:06:50,0,0,319,61,37,cluster0
2387,15:58:45,36,55,4085,156,137,cluster3
2388,0:38:01,9,2,1470,218,185,cluster1
2389,15:04:09,46,16,4730,413,272,cluster3
2390,14:01:01,217,2,2358,130,151,cluster1
2391,20:11:11,3,0,2443,366,128,cluster1
2392,15:45:35,3,1,3484,464,273,cluster3
2393,13:12:39,57,73,1120,138,106,cluster0
2394,16:34:31,9,1,2714,368,272,cluster1
2395,14:56:18,3,1,5670,226,196,cluster2
2396,15:26:59,52,16,7332,562,507,cluster2
2397,14:54:18,10,1,4616,625,494,cluster3
2398,0:40:26,1,1,571,36,41,cluster0
2399,22:44:39,45,40,1278,178,80,cluster0
2400,15:11:59,10,2,2726,202,178,cluster1
2401,17:10:42,4,0,2174,223,169,cluster1
2402,21:22:22,0,0,247,35,37,cluster0
2403,14:20:36,17,17,3042,424,166,cluster3
2404,15:35:09,12,1,4309,764,686,cluster3
2405,15:45:30,14,8,5089,232,176,cluster2
2406,11:13:21,1,0,3974,266,163,cluster3
2407,14:02:01,17,8,2515,293,132,cluster1
2408,11:18:26,13,3,3576,467,176,cluster3
2409,11:07:41,2,1,3081,289,191,cluster3
2410,12:32:08,3,1,2223,158,107,cluster1
2411,11:48:07,2,1,2304,131,102,cluster1
2412,0:42:56,0,0,201,14,15,cluster0
2413,14:13:06,2,0,2990,198,139,cluster1
2414,15:24:43,228,47,2835,275,249,cluster4
2415,16:09:45,10,7,3269,213,106,cluster3
2416,23:17:44,0,0,133,9,9,cluster0
2417,18:48:24,22,13,1681,146,129,cluster1
2418,14:40:17,8,1,4348,228,156,cluster3
2419,20:41:21,1,0,304,58,46,cluster0
2420,19:52:05,34,48,1648,267,223,cluster1
2421,11:58:53,0,0,1977,256,133,cluster1
2422,13:46:15,22,4,1650,223,205,cluster1
2423,17:13:07,16,3,3127,202,175,cluster3
2424,15:04:24,28,13,5279,383,290,cluster2
2425,22:23:53,2,0,430,41,37,cluster0
2426,18:47:49,1,0,391,50,37,cluster0
2427,19:11:35,2,0,2091,74,162,cluster1
2428,13:19:50,2,0,800,73,57,cluster0
2429,20:07:46,1,0,467,142,67,cluster0
2430,17:37:03,20,9,3878,152,79,cluster3
2431,13:47:55,23,4,3124,386,348,cluster3
2432,13:31:40,4,0,1596,170,146,cluster1
2433,12:18:18,24,0,6552,523,336,cluster2
2434,14:42:42,1,0,3483,294,283,cluster3
2435,1:20:31,17,25,226,27,31,cluster0
2436,19:12:35,1,0,2135,68,103,cluster1
2437,11:30:32,128,143,3247,543,172,cluster4
2438,14:18:56,13,12,2434,469,223,cluster1
2439,23:22:39,26,37,1203,101,73,cluster0
2440,13:37:30,15,11,2937,187,172,cluster1
2441,15:21:13,4,0,2548,266,208,cluster1
2442,21:01:21,0,0,1506,114,50,cluster1
2443,15:14:24,104,118,5679,569,448,cluster2
2444,13:12:59,22,20,1178,75,70,cluster0
2445,19:35:00,6,0,2731,135,123,cluster1
2446,14:19:36,18,16,2304,506,238,cluster1
2447,22:56:59,13,21,1036,58,37,cluster0
2448,1:26:21,17,23,277,46,22,cluster0
2449,17:26:02,36,15,2306,208,225,cluster1
2450,0:14:40,0,0,467,146,10,cluster0
2451,14:50:02,55,59,5513,327,213,cluster2
2452,14:24:33,121,112,5068,438,338,cluster4
2453,17:45:38,16,10,7028,785,368,cluster2
2454,16:05:50,11,3,5355,217,189,cluster2
2455,23:40:10,28,40,182,9,15,cluster0
2456,14:30:13,219,209,5898,436,237,cluster4
2457,17:32:18,13,11,913,143,66,cluster0
2458,11:39:57,5,2,2644,327,197,cluster1
2459,11:46:37,1,0,4327,334,190,cluster3
2460,14:57:13,0,0,1603,126,76,cluster1
2461,12:10:13,29,40,1906,118,90,cluster1
2462,15:47:29,5,4,1451,110,60,cluster1
2463,22:26:54,2,0,467,70,37,cluster0
2464,11:26:42,1,0,2738,312,117,cluster1
2465,17:05:57,8,2,3959,536,131,cluster3
2466,14:44:32,21,9,3550,435,277,cluster3
2467,16:45:40,7,5,581,65,65,cluster0
2468,18:10:39,5,4,3334,243,139,cluster3
2469,12:15:48,55,0,4652,302,223,cluster3
2470,11:47:37,2,1,1956,121,108,cluster1
2471,21:18:37,1,0,746,115,86,cluster0
2472,0:07:50,1,1,1781,76,41,cluster1
2473,15:25:58,3,2,2656,162,110,cluster1
2474,12:29:03,15,0,5893,492,268,cluster2
2475,22:46:39,1,0,223,42,29,cluster0
2476,14:34:37,2,0,3454,243,217,cluster3
2477,18:16:54,19,17,1814,71,73,cluster1
2478,13:22:00,27,43,960,88,96,cluster0
2479,14:57:13,13,6,2449,197,177,cluster1
2480,16:32:36,33,42,1366,84,82,cluster0
2481,13:01:44,213,15,4003,300,183,cluster3
2482,14:47:28,11,3,4923,201,129,cluster3
2483,16:44:35,22,7,5753,715,476,cluster2
2484,18:25:29,4,1,263,37,32,cluster0
2485,16:28:45,2,0,1240,87,83,cluster0
2486,11:27:27,8,3,2794,239,143,cluster1
2487,11:46:57,74,1,2589,379,212,cluster1
2488,0:53:36,1,0,841,49,52,cluster0
2489,13:41:35,11,6,1551,85,79,cluster1
2490,11:32:47,2,1,2234,303,214,cluster1
2491,16:15:15,24,15,3052,203,173,cluster3
2492,15:11:38,39,45,2827,242,116,cluster1
2493,18:17:49,20,9,4691,143,113,cluster3
2494,16:27:05,7,2,2404,211,153,cluster1
2495,11:47:22,1,0,1899,128,112,cluster1
2496,11:18:41,13,11,3085,406,273,cluster3
2497,19:17:30,2,1,1162,128,142,cluster0
2498,16:14:55,40,3,2374,255,138,cluster1
2499,14:12:51,2,1,2648,199,159,cluster1
2500,20:50:51,15,11,2599,277,234,cluster1
2501,11:59:48,3,2,1531,93,76,cluster1
2502,23:39:40,1,0,225,14,22,cluster0
2503,17:25:42,31,24,1710,130,108,cluster1
2504,17:56:18,10,3,5341,231,153,cluster2
2505,19:31:25,1,0,2533,145,134,cluster1
2506,18:23:29,2,0,238,22,35,cluster0
2507,14:52:52,1,0,3848,259,222,cluster3
2508,15:36:24,14,0,1800,193,122,cluster1
2509,14:45:12,4,1,3725,177,180,cluster3
2510,20:20:36,0,0,1182,143,65,cluster0
2511,13:37:25,6,4,3360,291,248,cluster3
2512,14:34:18,22,1,6798,557,436,cluster2
2513,16:24:31,26,0,3800,698,406,cluster3
2514,19:42:10,499,161,1939,101,151,cluster4
2515,12:28:13,17,0,3902,411,355,cluster3
2516,19:00:10,19,28,586,76,51,cluster0
2517,17:04:32,16,1,3609,417,350,cluster3
2518,23:23:19,3,2,394,18,52,cluster0
2519,16:08:40,79,99,5994,583,323,cluster2
2520,12:04:23,55,69,4194,278,195,cluster3
2521,11:42:42,4,3,3790,312,200,cluster3
2522,22:17:08,4,0,655,78,98,cluster0
2523,16:26:21,4,2,1036,64,51,cluster0
2524,16:45:30,11,6,1512,98,59,cluster1
2525,19:55:15,0,0,600,127,158,cluster0
2526,19:24:55,0,0,2333,112,143,cluster1
2527,11:15:26,20,30,1889,127,113,cluster1
2528,13:07:14,6,0,3566,280,265,cluster3
2529,13:41:25,11,9,2393,210,158,cluster1
2530,13:45:25,2,1,3560,195,195,cluster3
2531,22:11:38,1,0,957,165,97,cluster0
2532,16:07:10,6,4,1300,121,146,cluster0
2533,11:42:32,4,2,3494,228,163,cluster3
2534,16:20:05,45,22,3780,202,128,cluster3
2535,14:17:06,20,5,3061,368,193,cluster3
2536,23:52:55,2,0,450,48,30,cluster0
2537,20:41:16,0,0,455,65,32,cluster0
2538,15:47:19,29,12,862,135,91,cluster0
2539,12:28:48,15,3,4027,274,158,cluster3
2540,15:24:03,7,0,2107,235,154,cluster1
2541,11:46:22,2,1,1738,144,72,cluster1
2542,17:42:03,3,1,1340,205,122,cluster0
2543,16:38:51,1,0,1218,76,73,cluster0
2544,12:11:13,2,0,1453,183,63,cluster1
2545,20:40:51,5,0,1136,167,124,cluster0
2546,1:26:36,0,0,344,54,24,cluster0
2547,1:09:06,1,1,280,45,13,cluster0
2548,15:32:14,1,0,684,59,62,cluster0
2549,13:18:20,5,0,1799,203,131,cluster1
2550,14:26:56,20,15,3672,347,230,cluster3
2551,13:52:35,2,0,1790,127,73,cluster1
2552,0:49:06,2,1,483,36,65,cluster0
2553,15:58:34,7,2,2576,157,118,cluster1
2554,14:55:23,1,1,4923,221,239,cluster3
2555,12:28:18,48,44,5793,705,325,cluster2
2556,17:16:12,4,1,2753,225,143,cluster1
2557,20:06:46,0,0,409,97,65,cluster0
2558,14:56:03,1,0,4165,259,163,cluster3
2559,1:34:36,2,0,697,89,79,cluster0
2560,21:58:18,7,0,4160,267,208,cluster3
2561,13:23:30,1,1,1537,129,53,cluster1
2562,20:47:16,1,0,465,25,31,cluster0
2563,14:08:51,1,0,4652,276,178,cluster3
2564,22:34:49,16,24,288,68,40,cluster0
2565,18:29:29,1,0,241,28,18,cluster0
2566,18:02:03,5,2,4903,333,267,cluster3
2567,12:34:54,7,0,3928,589,571,cluster3
2568,21:41:08,19,24,873,110,99,cluster0
2569,16:44:01,6,0,3467,290,193,cluster3
2570,16:12:35,126,30,1697,258,228,cluster1
2571,15:33:09,1,0,2659,171,139,cluster1
2572,13:29:25,1,1,1693,143,147,cluster1
2573,15:21:34,23,18,1962,62,69,cluster1
2574,1:11:36,4,2,219,21,27,cluster0
2575,23:14:19,10,1,3011,432,332,cluster3
2576,13:20:10,3,1,1298,80,56,cluster0
2577,15:25:54,52,35,4627,304,263,cluster3
2578,12:36:14,6,0,1480,70,86,cluster1
2579,15:45:29,62,79,3705,451,262,cluster4
2580,19:25:50,14,19,2283,97,141,cluster1
2581,1:33:41,1,1,960,51,40,cluster0
2582,16:53:16,3,0,942,68,72,cluster0
2583,21:20:42,48,68,516,64,18,cluster0
2584,13:40:50,2,1,1429,123,63,cluster1
2585,0:36:21,1,1,231,23,29,cluster0
2586,11:48:42,2,0,2735,330,174,cluster1
2587,16:45:46,53,1,4919,189,149,cluster3
2588,15:44:50,2,0,2055,239,173,cluster1
2589,19:14:10,41,49,4568,441,442,cluster3
2590,22:26:39,27,37,469,45,63,cluster0
2591,15:00:04,8,2,2725,176,97,cluster1
2592,13:02:19,462,42,3683,173,164,cluster4
2593,22:43:44,1,1,513,300,72,cluster0
2594,16:14:25,21,2,3681,466,391,cluster3
2595,0:17:05,1,1,171,11,15,cluster0
2596,15:44:14,8,1,3416,467,365,cluster3
2597,21:57:13,1,0,1745,99,62,cluster1
2598,11:42:37,2,0,5703,277,189,cluster2
2599,15:23:53,33,43,1613,161,110,cluster1
2600,16:32:35,18,9,1401,91,81,cluster0
2601,11:24:22,15,5,5918,1230,1056,cluster2
2602,15:17:38,1,0,1478,108,80,cluster1
2603,16:23:46,4,1,1048,57,70,cluster0
2604,23:57:15,0,0,184,13,36,cluster0
2605,21:22:37,1,0,268,42,43,cluster0
2606,18:25:34,5,1,357,78,54,cluster0
2607,15:38:34,10,7,4379,244,151,cluster3
2608,16:09:00,12,8,5006,221,183,cluster3
2609,16:33:10,7,5,1376,297,124,cluster1
2610,0:04:35,5,0,2005,207,132,cluster1
2611,11:53:33,63,32,2379,315,216,cluster1
2612,1:26:06,0,0,171,12,29,cluster0
2613,14:03:31,3,3,3179,242,121,cluster3
2614,16:41:11,4,1,2893,380,188,cluster1
2615,14:49:12,26,1,3173,357,226,cluster3
2616,15:20:03,3,1,2284,267,217,cluster1
2617,12:36:29,37,47,2314,102,76,cluster1
2618,14:30:47,11,11,3893,363,99,cluster3
2619,21:40:03,1,0,906,91,50,cluster0
2620,14:43:12,15,4,3019,283,157,cluster3
2621,15:39:44,82,49,2004,215,160,cluster1
2622,14:26:46,70,92,4371,237,203,cluster4
2623,23:38:05,8,1,2372,342,317,cluster1
2624,16:41:00,8,4,1658,264,187,cluster1
2625,17:58:18,49,60,3182,298,66,cluster4
2626,23:57:45,1,1,188,10,26,cluster0
2627,15:19:28,1,1,2044,115,89,cluster1
2628,14:57:43,23,15,4420,229,168,cluster3
2629,19:22:40,2,0,411,60,67,cluster0
2630,16:34:21,42,45,3708,465,436,cluster3
2631,11:20:37,46,35,1800,207,131,cluster1
2632,12:13:43,207,202,4832,194,113,cluster4
2633,13:44:05,12,1,3562,292,249,cluster3
2634,17:35:28,84,50,2687,254,153,cluster1
2635,15:45:54,9,0,3349,342,225,cluster3
2636,12:36:04,4,2,2332,172,119,cluster1
2637,14:52:57,51,71,4254,276,244,cluster3
2638,19:53:30,3,0,1755,344,251,cluster1
2639,23:01:29,1,1,246,44,26,cluster0
2640,15:31:34,0,0,1669,70,59,cluster1
2641,16:27:00,8,1,885,139,63,cluster0
2642,11:48:57,1,0,1606,148,123,cluster1
2643,15:55:15,40,55,5497,160,103,cluster2
2644,16:46:26,1845,13,4377,125,118,cluster4
2645,11:23:57,2,1,3440,219,187,cluster3
2646,15:21:53,15,2,4507,476,484,cluster3
2647,18:35:09,1,0,1016,130,50,cluster0
